model,source_file,segment_index,num_windows,damage_accuracy,stress_accuracy,multitask_state_accuracy,state_head_accuracy,state_head_macro_f1,mean_state_confidence
advancedV3_physics_fusion,VTEST_S00_1.csv,3,1501,0.592271818787475,0.7215189873417721,0.5789473684210527,0.6189207195203198,0.10922986478542034,0.9023500680923462
advancedV3_physics_fusion,VTEST_S00_1.csv,4,1501,0.7248500999333778,0.9353764157228515,0.7201865423051299,0.7235176548967355,0.1679165056049478,0.8881528377532959
advancedV3_physics_fusion,VTEST_S10.csv,0,1302,1.0,1.0,1.0,1.0,1.0,0.9983035922050476
advancedV3_physics_fusion,VTEST_S10.csv,1,1501,0.6175882744836776,1.0,0.6175882744836776,0.6182544970019986,0.19102511321531496,0.965474009513855
advancedV3_physics_fusion,VTEST_S10.csv,2,1501,0.8834110592938041,1.0,0.8834110592938041,0.9127248500999334,0.4771856495994427,0.9761477112770081
advancedV3_physics_fusion,VTEST_S10.csv,3,1501,0.944037308461026,0.9953364423717521,0.9413724183877415,0.9347101932045303,0.3220844811753903,0.9785276651382446
advancedV3_physics_fusion,VTEST_S10.csv,4,1501,0.4403730846102598,0.8181212524983345,0.4403730846102598,0.5689540306462358,0.18131634819532907,0.8937439918518066
advancedV3_physics_fusion,VTEST_S10_1.csv,0,1302,0.9639016897081413,1.0,0.9639016897081413,0.9523809523809523,0.3252032520325203,0.9690852761268616
advancedV3_physics_fusion,VTEST_S10_1.csv,1,1501,0.1905396402398401,0.8920719520319786,0.18920719520319787,0.1658894070619587,0.04742857142857143,0.845173180103302
advancedV3_physics_fusion,VTEST_S10_1.csv,2,1501,0.8021319120586275,0.8814123917388408,0.7774816788807462,0.7768154563624251,0.12491295730890782,0.9493610858917236
advancedV3_physics_fusion,VTEST_S10_1.csv,3,1501,0.9120586275816123,0.9586942038640907,0.8707528314457028,0.8580946035976016,0.15393809011593165,0.9466599225997925
advancedV3_physics_fusion,VTEST_S10_1.csv,4,1501,0.5762824783477681,0.8607594936708861,0.5762824783477681,0.6688874083944037,0.20039920159680638,0.898508608341217
advancedV3_physics_fusion,VTEST_S20.csv,0,1302,0.966973886328725,0.9631336405529954,0.9577572964669739,0.956989247311828,0.489010989010989,0.9792837500572205
advancedV3_physics_fusion,VTEST_S20.csv,1,1501,0.46835443037974683,0.6255829447035309,0.4330446369087275,0.5016655562958028,0.07423839100857735,0.8825515508651733
advancedV3_physics_fusion,VTEST_S20.csv,2,1501,0.7688207861425717,0.9373750832778148,0.7674883411059293,0.8121252498334444,0.22408088235294119,0.9298185706138611
advancedV3_physics_fusion,VTEST_S20.csv,3,1501,0.972018654230513,0.9153897401732178,0.9140572951365756,0.9347101932045303,0.12078168044077135,0.9654836058616638
advancedV3_physics_fusion,VTEST_S20.csv,4,1501,0.6182544970019986,0.47168554297135246,0.4603597601598934,0.5316455696202531,0.23140495867768596,0.905394434928894
advancedV3_physics_fusion,VTEST_S20_1.csv,0,1302,0.8855606758832565,0.7910906298003072,0.7726574500768049,0.890937019969278,0.2355808285946385,0.9394949674606323
advancedV3_physics_fusion,VTEST_S20_1.csv,1,1501,0.3624250499666889,0.4576948700866089,0.3391072618254497,0.3877415056628914,0.07982991564364585,0.8833358883857727
advancedV3_physics_fusion,VTEST_S20_1.csv,2,1501,0.5243171219187208,0.7608261159227182,0.4890073284477015,0.5456362425049966,0.10086206896551723,0.9287193417549133
advancedV3_physics_fusion,VTEST_S20_1.csv,3,1501,0.7688207861425717,0.9100599600266489,0.7141905396402398,0.7075283144570287,0.2071790870074132,0.9304062724113464
advancedV3_physics_fusion,VTEST_S20_1.csv,4,1501,0.6142571618920719,0.37908061292471684,0.3524317121918721,0.4337108594270486,0.12100371747211895,0.9173015356063843
advancedV3_physics_fusion,VTEST_S30.csv,0,1302,0.9354838709677419,0.9539170506912442,0.9354838709677419,0.946236559139785,0.4861878453038674,0.9923396706581116
advancedV3_physics_fusion,VTEST_S30.csv,1,1501,0.5616255829447035,0.664890073284477,0.5356429047301798,0.5509660226515656,0.1014972999509082,0.8960800170898438
advancedV3_physics_fusion,VTEST_S30.csv,2,1501,0.8447701532311792,0.8707528314457028,0.8281145902731513,0.8620919387075283,0.23148479427549196,0.9567362070083618
advancedV3_physics_fusion,VTEST_S30.csv,3,1501,0.8527648234510327,0.9327115256495669,0.843437708194537,0.832111925383078,0.18167272727272726,0.9126907587051392
advancedV3_physics_fusion,VTEST_S30.csv,4,1501,0.8454363757495004,1.0,0.8454363757495004,0.8367754830113258,0.4555676459920203,0.9677251577377319
advancedV3_physics_fusion,VTEST_S30_1.csv,0,1302,0.3548387096774194,0.6244239631336406,0.315668202764977,0.43855606758832566,0.07621462893753336,0.8554721474647522
advancedV3_physics_fusion,VTEST_S30_1.csv,1,1501,0.2045303131245836,0.3097934710193205,0.17121918720852763,0.15656229180546302,0.06768433179723503,0.9494642019271851
advancedV3_physics_fusion,VTEST_S30_1.csv,2,1501,0.5989340439706862,0.882744836775483,0.5556295802798135,0.603597601598934,0.18820108018280016,0.8920202851295471
advancedV3_physics_fusion,VTEST_S30_1.csv,3,1501,0.810126582278481,0.9700199866755497,0.8074616922051966,0.7908061292471685,0.22079613095238096,0.8971881866455078
advancedV3_physics_fusion,VTEST_S30_1.csv,4,1501,0.6728847435043305,0.9953364423717521,0.6682211858760826,0.5882744836775483,0.14815436241610738,0.942323625087738
advancedV3_physics_fusion,VTEST_S40.csv,0,1302,0.34408602150537637,0.23809523809523808,0.12211981566820276,0.15745007680491552,0.030229300302293,0.8394788503646851
advancedV3_physics_fusion,VTEST_S40.csv,1,1501,0.7848101265822784,0.9413724183877415,0.7848101265822784,0.7928047968021319,0.17688591601635079,0.9494903683662415
advancedV3_physics_fusion,VTEST_S40.csv,2,1501,0.7861425716189208,1.0,0.7861425716189208,0.7928047968021319,0.2211073950204385,0.9199555516242981
advancedV3_physics_fusion,VTEST_S40.csv,3,1501,0.8774150566289141,1.0,0.8774150566289141,0.8760826115922719,0.4669744318181818,0.9943253397941589
