n_points,outlier_count,outlier_ratio,raw_total_variation,fitted_total_variation,raw_max_adjacent_jump,fitted_max_adjacent_jump,raw_roughness,fitted_roughness,high_confidence_mae,peak_retention,overshoot,model,source_file,experiment_id,target,method,runtime_seconds
7302,44,0.006025746370857299,6360.0,3865.0447330447378,80.0,68.08658008658008,130.32876712328766,14.242786613804828,0.11507260064248119,0.9956568061568059,False,advancedV3_physics_fusion,VTEST_S20_1.csv,VTEST_S20,damage,hampel+savgol,32.21479769994039
7302,62,0.008490824431662557,2300.0,1130.2568542568577,20.0,17.02164502164502,12.60958904109589,1.609606821826473,0.07287451393109902,0.9883184897197633,False,advancedV3_physics_fusion,VTEST_S20_1.csv,VTEST_S20,stress,hampel+savgol,32.21479769994039
7302,9,0.0012325390304026294,2080.0,2036.6233766233781,80.0,67.11688311688312,19.726027397260275,6.760262574976445,0.02736244894917652,0.9996168743537164,False,advancedV3_physics_fusion,VTEST_S30.csv,VTEST_S30,damage,hampel+savgol,32.21479769994039
7302,11,0.0015064365927143248,560.0,457.49783549783905,10.0,8.51082251082251,1.8082191780821917,0.500136903296483,0.01754764300890391,0.9995063473411807,False,advancedV3_physics_fusion,VTEST_S30.csv,VTEST_S30,stress,hampel+savgol,32.21479769994039
7302,28,0.003834565872363736,4360.0,3285.956709956714,80.0,68.08658008658008,62.02739726027397,14.026588029377569,0.0970669259439407,0.9834743107769421,False,advancedV3_physics_fusion,VTEST_S30_1.csv,VTEST_S30,damage,hampel+savgol,32.21479769994039
7302,20,0.002738975623116954,1210.0,788.7515151515203,20.0,17.38528138528138,5.931506849315069,1.1253471640695967,0.024904796629402277,0.998691259800237,False,advancedV3_physics_fusion,VTEST_S30_1.csv,VTEST_S30,stress,hampel+savgol,32.21479769994039
7302,28,0.003834565872363736,4400.0,2779.6479076479136,80.0,68.08658008658008,80.79452054794521,13.994847752636991,0.13317452586284195,0.9808489174260983,False,advancedV3_physics_fusion,VTEST_S40.csv,VTEST_S40,damage,hampel+savgol,32.21479769994039
7302,19,0.0026020268419611066,510.0,181.98268398268803,10.0,6.42424242424239,1.9452054794520548,0.08386978935042724,0.0022429508720210435,0.9994260805525466,False,advancedV3_physics_fusion,VTEST_S40.csv,VTEST_S40,stress,hampel+savgol,32.21479769994039
7302,26,0.0035606683100520404,3580.0,2495.8268398268406,80.0,68.08658008658008,63.45205479452055,7.733583897417141,0.051340106851104586,0.9936402653140849,False,advancedV3_physics_fusion,VTEST_S40_1.csv,VTEST_S40,damage,hampel+savgol,32.21479769994039
7302,5,0.0006847439057792385,230.0,170.7272727272775,10.0,8.51082251082251,0.7397260273972602,0.10879986771702346,0.003499041201603745,0.9997209269831375,False,advancedV3_physics_fusion,VTEST_S40_1.csv,VTEST_S40,stress,hampel+savgol,32.21479769994039
7303,0,0.0,320.0,358.54545454545485,40.0,34.043290043290035,2.1914806190932747,0.6975243666036777,0.003613316536302754,0.9991788912841537,False,advancedV3_physics_fusion,VTEST_SXX_BH02.csv,VTEST_SXX_BH02,damage,hampel+savgol,32.21479769994039
7303,0,0.0,120.0,127.27272727272796,20.0,17.02164502164502,0.6026571702506506,0.31831653334489624,0.0030566704753077194,0.9999848753730738,False,advancedV3_physics_fusion,VTEST_SXX_BH02.csv,VTEST_SXX_BH02,stress,hampel+savgol,32.21479769994039
7303,0,0.0,320.0,358.54545454545485,40.0,34.043290043290035,2.1914806190932747,0.6975243666036777,0.003613316536302754,0.9991788912841537,False,advancedV3_physics_fusion,VTEST_SXX_BH02_v2.csv,VTEST_SXX_BH02_v2,damage,hampel+savgol,32.21479769994039
7303,0,0.0,120.0,127.27272727272796,20.0,17.02164502164502,0.6026571702506506,0.31831653334489624,0.0030566704753077194,0.9999848753730738,False,advancedV3_physics_fusion,VTEST_SXX_BH02_v2.csv,VTEST_SXX_BH02_v2,stress,hampel+savgol,32.21479769994039
